ID,Tipo,SKU,"GTIN, UPC, EAN o ISBN",Nombre,Publicado,"¿Está destacado?","Visibilidad en el catálogo","Descripción corta",Descripción,"Día en que empieza el precio rebajado","Día en que termina el precio rebajado","Estado del impuesto","Clase de impuesto",¿Existencias?,Inventario,"Cantidad de bajo inventario","¿Permitir reservas de productos agotados?","¿Vendido individualmente?","Peso (kg)","Longitud (cm)","Anchura (cm)","Altura (cm)","¿Permitir valoraciones de clientes?","Nota de compra","Precio rebajado","Precio normal",Categorías,Etiquetas,"Clase de envío",Imágenes,"Límite de descargas","Días de caducidad de la descarga",Superior,"Productos agrupados","Ventas dirigidas","Ventas cruzadas","URL externa","Texto del botón",Posición,Marcas,"Datos personalizados de Blocksy","Imágenes de variación de Blocksy","Meta: stackable_optimized_css","Meta: _ppcp_button_position","Meta: ekit_post_views_count","Meta: classic-editor-remember","Nombre del atributo 1","Valor(es) del atributo 1","Atributo visible 1","Atributo global 1","Meta: selected_images_categories","Meta: price"
104,simple,,,"Gusano De Seda Y Vitamina E",1,0,visible,"<strong>Hydration, Nutrition, and Heat Protection</strong>
\n
\n<strong>SILK WORM PROTEINS AND VITAMIN E:</strong> A product designed to repair, hydrate, and protect hair, leveraging the strengthening and nourishing properties of silk worm proteins.","<strong>Gusano De Seda Y Vitamina E:</strong> A product designed to repair, hydrate, and protect hair, leveraging the strengthening and nourishing properties of silk worm proteins.
\n
\n<strong>Function:</strong>
\n<ul>
\n 	<li><strong>Deep Hydration:</strong> Restores moisture to dry or damaged hair.</li>
\n 	<li><strong>Repair:</strong> Repairs split ends and strengthens the hair fiber.</li>
\n 	<li><strong>Protection:</strong> Forms a protective barrier against thermal and environmental damage.</li>
\n 	<li><strong>Softness and Shine:</strong> Leaves hair silky, manageable, and with a healthy shine.</li>
\n</ul>
\n<strong>Usage:</strong>
\n<ul>
\n 	<li><strong>After Washing:</strong> Apply to damp hair, focusing on mid-lengths and ends.</li>
\n 	<li><strong>Rinse or Leave-In:</strong> Rinse out after 5-10 minutes, or apply a minimal amount and leave until the next wash.</li>
\n 	<li><strong>Frequency:</strong> Use 1-3 times a week, depending on your hair’s needs.</li>
\n</ul>
\nIdeal for damaged, colored, or frizz-prone hair, it restores vitality and softness to your strands.
\n30ml",,,taxable,,1,,,0,0,,,,,1,,,3.25,"CAPILAR > Treatments Masks > Hydrating, CAPILAR > Treatments Masks > Nutrition, CAPILAR > Treatments Masks > Protection",,,https://anaisabeautyshop.com/wp-content/uploads/2024/12/GUSANO-DE-SEDA.png,,,,,,,,,0,,,,,bottom,138,,,,,
107,simple,,,"Celulas Madres De Argán",1,0,visible,"A treatment specifically designed for deep hair care and regeneration, using plant-based stem cell extracts.","<strong>Celulas Madres De Argán:</strong> A treatment specifically designed for deep hair care and regeneration, using plant-based stem cell extracts.
\n
\n<strong>Function:</strong>
\n<ul>
\n 	<li><strong>Deep Repair:</strong> Restores hair damaged by chemicals, heat, or environmental factors.</li>
\n 	<li><strong>Strengthening:</strong> Reinforces the hair fiber, reducing breakage and split ends.</li>
\n 	<li><strong>Revitalization:</strong> Improves hair texture, shine, and softness.</li>
\n 	<li><strong>Growth Stimulation:</strong> Promotes stronger, healthier hair from the root.</li>
\n</ul>
\n<strong>Usage:</strong>
\n<ul>
\n 	<li><strong>Application:</strong> After washing, apply to damp hair, focusing on mid-lengths and ends. Gently massage the scalp if indicated.</li>
\n 	<li><strong>Processing Time:</strong> Leave on for 5 to 15 minutes as directed.</li>
\n 	<li><strong>Rinse:</strong> Remove with warm water.</li>
\n 	<li><strong>Frequency:</strong> Use 1-2 times a week, depending on hair condition.</li>
\n</ul>
\nIdeal for damaged, weakened, or hair in need of regeneration and vitality.
\n
\n<b>30ml</b>",,,taxable,,1,,,0,0,,,,,1,,,3.25,"CAPILAR > Treatments Masks > Nutrition, CAPILAR > Treatments Masks > Restorer, CAPILAR > Treatments Masks > Strengthening",,,https://anaisabeautyshop.com/wp-content/uploads/2024/12/CELULAS-MADRE.png,,,,,,,,,0,,,,,bottom,97,,,,,
109,simple,,,Cannabis,1,0,visible,"A formula designed to nourish, strengthen, and revitalize hair, leveraging the benefits of cannabis oil and essential vitamins.","<strong>Cannabis:</strong> A formula designed to nourish, strengthen, and revitalize hair, leveraging the benefits of cannabis oil and essential vitamins.
\n
\n<strong>Function:</strong>
\n<ul>
\n 	<li><strong>Deep Hydration:</strong> Cannabis oil provides essential fatty acids that hydrate and soften the hair.</li>
\n 	<li><strong>Strengthening:</strong> Vitamin B5 helps reinforce the hair fiber, reducing breakage.</li>
\n 	<li><strong>Antioxidant:</strong> Vitamin E fights free radicals, promoting a healthy scalp.</li>
\n 	<li><strong>Repair:</strong> Ideal for hair damaged by chemicals or heat tools.</li>
\n 	<li><strong>Frizz Control:</strong> Leaves hair manageable and with a healthy shine.</li>
\n</ul>
\n<strong>Usage:</strong>
\n<ul>
\n 	<li><strong>Application:</strong>
\n<ol>
\n 	<li>Wash your hair as usual.</li>
\n 	<li>Apply the treatment from mid-lengths to ends.</li>
\n 	<li>Gently massage if you want to stimulate the scalp.</li>
\n</ol>
\n</li>
\n 	<li><strong>Processing Time:</strong> Leave on for 10 to 15 minutes to allow better nutrient absorption.</li>
\n 	<li><strong>Rinse:</strong> Remove with plenty of warm water.</li>
\n 	<li><strong>Frequency:</strong> Use 1-2 times a week, depending on your hair's needs.</li>
\n</ul>
\nThis treatment is perfect for dry, brittle, or damaged hair, restoring strength, hydration, and vitality.
\n<strong>30ml</strong>",,,taxable,,1,,,0,0,,,,,1,,,3.25,"CAPILAR > Treatments Masks > Hydrating, CAPILAR > Treatments Masks > Restorer, CAPILAR > Treatments Masks > Strengthening",,,https://anaisabeautyshop.com/wp-content/uploads/2024/12/CANNABIS.png,,,,,,,,,0,,,,,bottom,96,,,,,
111,simple,,,"Aceite De Coco",1,0,visible,"An intensive treatment designed to nourish, hydrate, and repair hair, leveraging the natural properties of coconut.","<strong>Aceite De Coco:</strong> An intensive treatment designed to nourish, hydrate, and repair hair, leveraging the natural properties of coconut.
\n
\n<strong>Function:</strong>
\n<ul>
\n 	<li><strong>Deep Hydration:</strong> Nourishes dry and damaged hair, restoring lost moisture.</li>
\n 	<li><strong>Repair:</strong> Helps repair split ends and reduce damage caused by chemicals and heat.</li>
\n 	<li><strong>Strengthening:</strong> Reinforces the hair fiber, preventing breakage.</li>
\n 	<li><strong>Shine and Softness:</strong> Leaves hair smooth with a natural shine.</li>
\n 	<li><strong>Frizz Control:</strong> Reduces frizz, leaving hair manageable.</li>
\n</ul>
\n<strong>Usage:</strong>
\n<ul>
\n 	<li><strong>As a mask:</strong>
\n<ol>
\n 	<li>Apply a generous amount to dry or damp hair, from mid-lengths to ends.</li>
\n 	<li>Leave on for 15 to 30 minutes (use a thermal cap for better results).</li>
\n 	<li>Rinse thoroughly and wash as usual.</li>
\n</ol>
\n</li>
\n 	<li><strong>As a conditioner:</strong>
\n<ol>
\n 	<li>Apply a small amount to the ends after washing.</li>
\n 	<li>Rinse gently.</li>
\n</ol>
\n</li>
\n</ul>
\n<strong>Frequency:</strong> Use 1-2 times a week or as needed.
\n
\nThis treatment is perfect for dry, damaged, or frizzy hair, providing intensive hydration and repair for healthier, more radiant hair.
\n<strong>30ml</strong>",,,taxable,,1,,,0,0,,,,,1,,,3.25,"CAPILAR > Treatments Masks > Hydrating, CAPILAR > Treatments Masks > Restorer, CAPILAR > Treatments Masks > Strengthening",,,https://anaisabeautyshop.com/wp-content/uploads/2024/12/ACEITE-DE-COCO.png,,,,,,,,,0,,,,,bottom,172,,,,,
114,simple,,,"Aceite De Aguacate",1,0,visible,"A natural treatment designed to hydrate, nourish, and strengthen hair, utilizing the antioxidant and regenerative properties of avocado.","<strong>Aceite De Aguacate:</strong> A natural treatment designed to hydrate, nourish, and strengthen hair, utilizing the antioxidant and regenerative properties of avocado.
\n
\n<strong>Function:</strong>
\n<ul>
\n 	<li><strong>Intense Hydration:</strong> Provides deep moisture to dry and brittle hair.</li>
\n 	<li><strong>Repair:</strong> Helps restore hair damaged by chemical treatments and heat tools.</li>
\n 	<li><strong>Strengthening:</strong> Reinforces the hair fiber, reducing hair loss and promoting stronger growth.</li>
\n 	<li><strong>Natural Shine:</strong> Leaves hair smooth with a luminous finish.</li>
\n 	<li><strong>Frizz Protection:</strong> Reduces frizz and shields against environmental factors.</li>
\n</ul>
\n<strong>Usage:</strong>
\n<ul>
\n 	<li><strong>As a pre-wash mask:</strong>
\n<ol>
\n 	<li>Apply a generous amount to dry or damp hair, from roots to ends.</li>
\n 	<li>Leave on for 20 to 30 minutes (use a thermal cap for better results).</li>
\n 	<li>Wash and rinse as usual.</li>
\n</ol>
\n</li>
\n 	<li><strong>As a leave-in conditioner:</strong>
\n<ol>
\n 	<li>Apply a few drops to the ends after washing to lock in hydration.</li>
\n</ol>
\n</li>
\n 	<li><strong>As an overnight treatment:</strong>
\n<ol>
\n 	<li>Apply to hair before sleeping and wash it out the next day for intensive nourishment.</li>
\n</ol>
\n</li>
\n</ul>
\n<strong>Frequency:</strong> Use 1-2 times a week, depending on your hair's needs.
\n
\nThis oil is perfect for dry, damaged, or frizz-prone hair, restoring softness, elasticity, and a healthy appearance.
\n<strong>30ml</strong>",,,taxable,,1,,,0,0,,,,,1,,,3.25,"CAPILAR > Treatments Masks > Hydrating, CAPILAR > Treatments Masks > Nutrition, CAPILAR > Treatments Masks > Restorer, CAPILAR > Treatments Masks > Strengthening",,,https://anaisabeautyshop.com/wp-content/uploads/2024/12/ACEITE-AGUACATE.png,,,,,,,,,0,,,,,bottom,155,,,,,
116,simple,,,"Tratamiento De Queratina Y Germen De Trigo",1,0,visible,"A restorative and strengthening formula that combines the properties of keratin and wheat germ to deeply nourish and repair hair.","<strong>Tratamiento De Queratina Y Germen De Trigo:</strong> A restorative and strengthening formula that combines the properties of keratin and wheat germ to deeply nourish and repair hair.
\n
\n<strong>Function:</strong>
\n<ul>
\n 	<li><strong>Deep Repair:</strong> Keratin repairs the hair fiber, sealing split ends and eliminating damage.</li>
\n 	<li><strong>Strengthening:</strong> Reinforces hair from the root, reducing breakage.</li>
\n 	<li><strong>Hydration and Softness:</strong> Wheat germ deeply hydrates, leaving hair soft and manageable.</li>
\n 	<li><strong>Natural Shine:</strong> Provides luminosity and a healthy finish to the hair.</li>
\n 	<li><strong>Frizz Control:</strong> Smooths hair, reducing frizz.</li>
\n</ul>
\n<strong>Usage:</strong>
\n<ul>
\n 	<li><strong>Application:</strong>
\n<ol>
\n 	<li>Wash your hair as usual.</li>
\n 	<li>Apply the treatment from mid-lengths to ends.</li>
\n 	<li>Gently massage if you want to stimulate the scalp.</li>
\n</ol>
\n</li>
\n 	<li><strong>Processing Time:</strong> Leave on for 10 to 20 minutes to allow deep penetration of the ingredients.</li>
\n 	<li><strong>Rinse:</strong> Remove with plenty of warm water.</li>
\n 	<li><strong>Frequency:</strong> Use 1-2 times a week, depending on your hair’s needs.</li>
\n</ul>
\nThis treatment is perfect for damaged, dry, or chemically treated hair, restoring its strength, hydration, and vitality.
\n<strong>30ml</strong>",,,taxable,,1,,,0,0,,,,,1,,,3.25,"CAPILAR > Treatments Masks > Hydrating, CAPILAR > Treatments Masks > Restorer, CAPILAR > Treatments Masks > Strengthening",,,https://anaisabeautyshop.com/wp-content/uploads/2024/12/QUERATINA-Y-GERMEN.png,,,,,,,,,0,,,,,bottom,93,,,,,
119,simple,,,"Ortiga Limón Y Menta",1,0,visible,"A treatment designed to revitalize hair and scalp, providing deep cleansing and freshness while stimulating hair growth.","<span style=""font-weight: 900"">Ortiga Limón Y Menta: </span>A treatment designed to revitalize hair and scalp, providing deep cleansing and freshness while stimulating hair growth.
\n
\n<strong>Function:</strong>
\n<ul>
\n 	<li><strong>Scalp Regulation:</strong> Helps balance oil production, making it ideal for oily hair.</li>
\n 	<li><strong>Growth Stimulant:</strong> Nettle strengthens roots and promotes stronger hair.</li>
\n 	<li><strong>Cleansing and Freshness:</strong> Lemon and mint provide a refreshing sensation and eliminate impurities.</li>
\n 	<li><strong>Strengthening:</strong> Fortifies the hair fiber, preventing hair loss.</li>
\n 	<li><strong>Natural Shine:</strong> Adds luminosity and a healthy appearance to hair.</li>
\n</ul>
\n<strong>Usage:</strong>
\n<ul>
\n 	<li><strong>Application:</strong>
\n<ol>
\n 	<li>Wash your hair with shampoo as usual.</li>
\n 	<li>Apply the treatment from roots to ends.</li>
\n 	<li>Gently massage the scalp to stimulate circulation.</li>
\n</ol>
\n</li>
\n 	<li><strong>Processing Time:</strong> Leave on for 5 to 10 minutes to allow the ingredients to penetrate deeply.</li>
\n 	<li><strong>Rinse:</strong> Remove with plenty of warm water.</li>
\n 	<li><strong>Frequency:</strong> Use 2-3 times per week for best results.</li>
\n</ul>
\nThis treatment is perfect for those looking to control oily hair, revitalize their scalp, and strengthen their hair, while delivering freshness and energy.
\n
\n<strong>30ml</strong>
\n
\n&nbsp;",,,taxable,,1,,,0,0,,,,,1,,,3.25,"CAPILAR > Treatments Masks > Strengthening",,,https://anaisabeautyshop.com/wp-content/uploads/2024/12/ORTIGA.png,,,,,,,,,0,,,,,bottom,67,,,,,
121,simple,,,"Marula Y Omega",1,0,visible,"Treatment specifically designed for post-straightening hair care, providing hydration, repair, and prolonging the treatment results.","<strong>Marula Y Omega: </strong>Treatment specifically designed for post-straightening hair care, providing hydration, repair, and prolonging the treatment results.
\n
\n<strong>Function:</strong>
\n<ul>
\n 	<li><strong>Intense Hydration:</strong> Marula provides essential oils that restore moisture to straightened hair.</li>
\n 	<li><strong>Repair:</strong> Omega fatty acids strengthen the hair fiber and repair damage caused by chemical treatments.</li>
\n 	<li><strong>Prolonged Straightening Results:</strong> Keeps hair smooth and manageable for longer.</li>
\n 	<li><strong>Frizz Control:</strong> Seals the hair cuticle, preventing frizz.</li>
\n 	<li><strong>Shine and Softness:</strong> Leaves hair soft and shiny, perfect for treated hair.</li>
\n</ul>
\n<strong>Usage:</strong>
\n<ul>
\n 	<li><strong>Application:</strong>
\n<ol>
\n 	<li>Wash your hair with a gentle shampoo, preferably sulfate-free.</li>
\n 	<li>Apply the treatment from mid-lengths to ends.</li>
\n 	<li>Avoid the roots to prevent overloading the scalp.</li>
\n</ol>
\n</li>
\n 	<li><strong>Processing Time:</strong> Leave on for 10 to 15 minutes for better absorption.</li>
\n 	<li><strong>Rinse:</strong> Remove with plenty of warm water.</li>
\n 	<li><strong>Frequency:</strong> Use 1-2 times a week, depending on your hair’s needs.</li>
\n</ul>
\nThis treatment is ideal for keeping straightened hair hydrated, protected, and looking healthy and shiny, while extending the effects of chemical straightening.
\n<strong>30ml</strong>",,,taxable,,1,,,0,0,,,,,1,,,3.25,"CAPILAR > Treatments Masks > Hydrating, CAPILAR > Treatments Masks > Restorer",,,https://anaisabeautyshop.com/wp-content/uploads/2024/12/MARULA-Y-OMEGA.png,,,,,,,,,0,,,,,bottom,100,,,,,
123,simple,,,"Omega Plus",1,0,visible,"Specially formulated product to nourish, repair, and strengthen hair, combining the benefits of essential fatty acids Omega 3, 6, and 9, essential for maintaining healthy and shiny hair.","<strong>Omega Plus:</strong> Specially formulated product to nourish, repair, and strengthen hair, combining the benefits of essential fatty acids Omega 3, 6, and 9, essential for maintaining healthy and shiny hair.
\n
\n<strong>Function:</strong>
\n<ul>
\n 	<li><strong>Deep Hydration:</strong> Omega fatty acids provide intense hydration, restoring the hair's moisture balance.</li>
\n 	<li><strong>Repair and Strengthening:</strong> Repairs and reinforces the hair fiber, preventing breakage and hair fall.</li>
\n 	<li><strong>Damage Prevention:</strong> Protects hair from environmental damage, heat styling tools, and chemical treatments.</li>
\n 	<li><strong>Frizz Control:</strong> Keeps hair smooth, manageable, and frizz-free.</li>
\n 	<li><strong>Shine and Vitality:</strong> Enhances a healthy shine and a softer, silkier texture.</li>
\n</ul>
\n<strong>Usage:</strong>
\n<ul>
\n 	<li><strong>Application:</strong>
\n<ol>
\n 	<li>Wash your hair with shampoo and rinse.</li>
\n 	<li>Apply the treatment from mid-lengths to ends, avoiding the roots.</li>
\n 	<li>Gently massage to ensure even distribution.</li>
\n</ol>
\n</li>
\n 	<li><strong>Processing Time:</strong> Leave on for 10 to 20 minutes for optimal hydration and repair.</li>
\n 	<li><strong>Rinse:</strong> Remove with plenty of warm water.</li>
\n 	<li><strong>Frequency:</strong> Use 1-2 times a week, or as needed.</li>
\n</ul>
\nThis treatment is ideal for dry, damaged hair exposed to heat tools or chemical processes, providing intensive repair, hydration, and protection.
\n<strong>30ml</strong>",,,taxable,,1,,,0,0,,,,,1,,,3.25,"CAPILAR > Treatments Masks > Hydrating, CAPILAR > Treatments Masks > Restorer, CAPILAR > Treatments Masks > Strengthening",,,https://anaisabeautyshop.com/wp-content/uploads/2024/12/OMEGA-PLUS.png,,,,,,,,,0,,,,,bottom,78,,,,,
125,simple,,,"Tratamiento Capilar 18 En 1",1,0,visible,"Specifically designed for damaged hair, this innovative treatment not only repairs but also hydrates, revitalizes, and rejuvenates your hair. Featuring an exclusive formula with 18 active ingredients, it delivers intensive repair without the need for heat.","<strong>Tratamiento Capilar 18 En 1: </strong>Specifically designed for damaged hair, this innovative treatment not only repairs but also hydrates, revitalizes, and rejuvenates your hair. Featuring an exclusive formula with 18 active ingredients, it delivers intensive repair without the need for heat.
\n
\n<strong>Function:</strong>
\nThis 18-in-1 treatment offers multiple benefits in a single product, including:
\n<ul>
\n 	<li>Deep hydration for dry and damaged hair.</li>
\n 	<li>Intensive repair of the hair fiber.</li>
\n 	<li>Strengthening to prevent breakage and hair fall.</li>
\n 	<li>Frizz control and smoothness.</li>
\n 	<li>Sealing of split ends.</li>
\n 	<li>Heat protection for styling tools.</li>
\n 	<li>Healthy shine and natural luminosity.</li>
\n 	<li>Prevention of future damage from sun and pollutants.</li>
\n 	<li>Restoration of hair elasticity.</li>
\n 	<li>Improved hair manageability.</li>
\n 	<li>Definition and volume without weighing down the hair.</li>
\n 	<li>Scalp care.</li>
\n 	<li>Enhanced growth and prevention of hair loss.</li>
\n 	<li>Recovery of softness for damaged hair.</li>
\n 	<li>Protection against environmental aggressors.</li>
\n 	<li>Stimulation of scalp circulation for stronger growth.</li>
\n 	<li>Reduction of hair porosity.</li>
\n 	<li>Restoration of the hair's natural texture.</li>
\n</ul>
\n<strong>Usage:</strong>
\n<ul>
\n 	<li><strong>Application:</strong>
\nAfter washing your hair, apply the treatment from roots to ends, ensuring full coverage of the hair fiber.</li>
\n 	<li><strong>Processing Time:</strong>
\nLeave on for 5 to 10 minutes, depending on your hair’s hydration and repair needs.</li>
\n 	<li><strong>Rinse:</strong>
\nRinse thoroughly with warm water.</li>
\n 	<li><strong>Frequency:</strong>
\nUse 1-2 times per week, depending on your hair’s needs.</li>
\n</ul>
\nThis treatment is ideal for damaged, dry, frizzy hair or split ends, providing complete restoration and leaving your hair soft, manageable, and revitalized.
\n
\n<strong>30ml</strong>",,,taxable,,1,,,0,0,,,,,1,,,3.25,"CAPILAR > Treatments Masks > Hydrating, CAPILAR > Treatments Masks > Nutrition, CAPILAR > Treatments Masks > Protection, CAPILAR > Treatments Masks > Restorer, CAPILAR > Treatments Masks > Strengthening",,,https://anaisabeautyshop.com/wp-content/uploads/2024/12/18-EN-1.png,,,,,,,,,0,,,,,bottom,80,,,,,
